,artist,artist_url,featured_artist_ids,lyrics,lyrics_language,metadata,primary_artist_id,published,recording_location,release_date,song_id,tags,title,url
0,Bad Bunny x Future,https://genius.com/artists/Bad-bunny-x-future,[2197],"['Preview', '[Verso 1: Bad Bunny]', 'Yo Muero Gerriando Como Mussolini (Woo)', 'Ando Con Spiff En Un Lamborghini', 'Dicelo Luian Que Hace Tiempo Que Ya Tu Le Metiste A Mimi', 'Solo Totitos De Television, Por Que Saben Mas Rico', ""Ando Buscando Putas En Miami Porque Ya Le Di A To'as Las De Puerto Rico (Yhee)"", 'Quiero Bloom, Codeina Con Sprite ?', ""Las Babys No Se Despegan Pa' Mi Que En El Bicho Tengo Crazy Glue"", 'Blue, Codeina Y Sintrom, Coca Y ?', 'Nose Que Puñeta Yo Pienso Tengo Un Arrebato Cabron', 'Jangueando Con Mike Miller Y LeBron', 'Gastando trescientos mil pesos ? ? ?', 'Diosa Canales En Venezuela', 'Julia ? En Italia', ""Y en PR Lo Siento Por Francis Pero Estoy Puesto Pa' Darle A Natalia""]",es,"[{""Featuring"": [{""text"": ""Future"", ""href"": ""/songs/2197?_type=artist&api_path=%2Fartists%2F2197&header_image_url=https%3A%2F%2Fimages.genius.com%2F78c8b1c360f02140b018fc9e79fde7c7.1000x281x1.jpg&image_url=https%3A%2F%2Fimages.genius.com%2Fd3c864e3e8edaccf25a66ba49790f4d0.300x300x1.jpg&index_character=f&iq=2735&is_verified=true&name=Future&slug=Future&url=https%3A%2F%2Fgenius.com%2Fartists%2FFuture""}]}]",1325634,False,,2018-02-01,3447451,"['En Español', 'Rap']",****,https://genius.com/Bad-bunny-x-future--lyrics
1,N.E.R.D & Future,https://genius.com/artists/Nerd-and-future,[],"['[Intro: Pharrell Williams]', 'Ah, ah', '(Hey, hey, hey!) Assembling a riot', '(Hey, hey, hey!) Chanting and circling the fires', '(Hey, hey, hey!) Heard behavior, can’t keep it quiet', '(Hey, hey, hey!) Kinetic energy a thousand times higher', '[Verse 1: Pharrell Williams]', 'Holy shit, it’s working, we all got in', 'Holy shit, it’s working, now look at my friends', 'Holy shit, it’s working, it’s bitter to the taste', ""Holy shit, it’s working, we dancin' in place"", 'What goes up must come down', 'What goes in must come out', 'You surrounded, dawg, come on, look around', 'Hey, hey, I was in, but no, not now', 'Holy shit, it’s working, no more trail of tears', 'Holy shit, it’s working, the prophecy is here', ""Holy shit, it’s working, we’re wreckin' this bih"", 'Holy shit, it’s working, one thousand percent', '[Chorus: Pharrell Williams]', 'In the mirror, there’s a hero', 'One, zero, zero, zero', '[Post-Chorus: Future]', 'Hey, hey, hey! One thousand', 'Git one thousand', 'Hunnid, one thousand', 'Uh, one thousand', '[Verse 2: Future]', 'My girl don’t wear shoes unless they cost over a thousand', 'Brand new coupe cost couple hundred thousand', ""Got some models in the bed and they comin' by the thousand"", ""Them young goons never sleep, they somewhere prowlin'"", 'Everywhere we go they tote a chopper by the thousand', ""Rick Owens boots, I’m walkin' on a few thousand (ay)"", 'Champagne in the club costs thousands', 'We got gold by the bar, that’s thousands', 'Ferragamo belt will hit me for a even thousand', 'We can gamble right now, bet a thousand, shoot a thousand', 'Count the money up in all hundreds, all thousands', ""I’m too rich to talk if ye ain't talking thousands"", '[Chorus: Pharrell Williams]', 'In the mirror, there’s a hero', 'One, zero, zero, zero', '[Interlude: Pharrell Williams]', 'Ah, ah', '(Hey, hey, hey!) Assembling a riot', '(Hey, hey, hey!) Chanting and circling the fires', '(Hey, hey, hey!) Heard behavior, can’t keep it quiet', '(Hey, hey, hey!) Kinetic energy a thousand times higher', '[Verse 3: Pharrell Williams]', 'Holy shit, it’s working (I’m feeling like a saint)', 'Holy shit, it’s working (my feel sorry, can’t)', 'Holy shit, it’s working (we painted our face)', 'Holy shit, it’s working,', 'the rainbow angst', '[Refrain: Pharrell Williams]', 'One, zero, zero, zero', 'One, zero, zero, zero', 'One, zero, zero, zero', 'One, zero, zero, zero', '[Chorus: Pharrell Williams]', 'In the mirror, there’s a hero', 'One, zero, zero, zero', '[Bridge: Shay Haley]', 'Act like you don’t really hear a lot', 'You can pretend when you are', 'Karma makes sure tears will drop', 'You’ll be wishing that your year will stop', ""It'll be a thousandfold, one, zero, zero, zero, dot"", 'Act like you don’t really hear a lot', 'You can pretend when you are', 'Karma makes sure tears will drop', 'You’ll be wishing that your year will stop', 'It will be a thousandfold, one, zero, zero, zero, dot', '[Refrain: Pharrell Williams]', 'One, zero, zero, zero', 'One, zero, zero, zero', 'One, zero, zero, zero', 'One, zero, zero, zero', '[Chorus: Pharrell Williams]', 'In the mirror, there’s a hero', 'One, zero, zero, zero', '[Post-Chorus: Future]', 'Hey, hey, hey! One thousand', 'Git one thousand', 'Hunnid, one thousand', 'Uh, one thousand']",en,"[{""Produced by"": [{""text"": ""Pharrell Williams"", ""href"": ""/songs/110?_type=artist&api_path=%2Fartists%2F110&header_image_url=https%3A%2F%2Fimages.genius.com%2F6bb3ce5bd62c7acfc3a66798c4bbeb26.640x427x1.jpg&image_url=https%3A%2F%2Fimages.genius.com%2Fdbcaf900fdb060b4d8f2feb646a6912f.1000x1000x1.jpg&index_character=p&iq=612&is_meme_verified=true&is_verified=true&name=Pharrell+Williams&slug=Pharrell-williams&url=https%3A%2F%2Fgenius.com%2Fartists%2FPharrell-williams""}]}, {""Album"": [{""text"": ""NO_ONE EVER REALLY DIES"", ""href"": ""https://genius.com/albums/Nerd/No_one-ever-really-dies""}]}]",1270464,False,,2017-11-29,3304058,"['Columbia Records', 'Pop', 'Alternative Pop', 'Funk', 'R&B', 'Atlanta', 'Trap', 'Rap']",1000,https://genius.com/Nerd-and-future-1000-lyrics
2,Future,https://genius.com/artists/Future,[],"['Tracklist', '1. Intro', '2. Future - Life Of A G', '3. All I Want Is Some Money', '4.  So Cold', '5. Splurge ft. Alley Boy & Young Scooter', '6.  Future Speaks', '7.   Do It To Em', '8. Yeah Yeah  ft. Rocko', '9. Just Like I Want', '10. Statistics ft. Big Rube', '11. All The Time', '12.  Notice Me ft. Young Scooter -', '13. Everybody', '14. Future Speaks', '15.  Good Look ft. Tasha', '16. Stop Playing', '17. Ain Nun  ft. Young Scooter', '18.  Future Speaks', '19. Future - Like Ohh', 'Cover Art:']",en,"[{""Album"": [{""text"": ""1000"", ""href"": ""https://genius.com/albums/Future/1000""}]}]",2197,False,,2012-01-12,2914235,"['Art Genius', 'Atlanta', 'Tracklist + Album Art', 'Trap', 'Rap']",1000 [Tracklist + Cover Art],https://genius.com/Future-1000-tracklist-cover-art-lyrics
3,DJ Esco,https://genius.com/artists/Dj-esco,"[2197, 14325, 130]","['[Intro: DJ Esco +', 'Future', ']', 'Summer 16!', 'Yeah!', 'Freebandz, OVO', 'DJ Esco', ""Talkin' duffle talk, yeah"", '[Hook: Future +', 'Drake', ']', ""Hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", 'And I, I got a...', ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", '[Verse 1: Drake]', ""Hunnit racks bustin' out the wrapper"", ""All y'all niggas don't matter"", 'I hit threes off balance', 'I switch hands like Allen', ""I'm just blessed, full of talent"", ""For the whole 6 I'm wylin'"", 'You think she your baby girl', 'She text us like Dallas', ""Oh shit, guess it don't matter"", ""Talk down on me, I'm flattered"", 'Whole Freebandz on Xanax', ""Y'all can't do no damage"", ""Wrong cup, guess it don't matter"", 'This one tastes like candy', ""This one must be Hendrix's"", ""Fuck y'all boys, y'all finished"", ""You're dead"", ""I don't talk to hoes about business"", 'Diamond in my tooth from the dentist', 'Put a nigga name in the Guinness', 'Remember when my phone was on minutes', ""I ain't dead yet like I'm Bruce Willis"", ""I ain't really worried 'bout an image"", ""Y'all still treat it like a scrimmage"", '[Hook: Future +', 'Drake', ']', 'And I, I got a...', ""Hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", 'I, I got a...', ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", '[Verse 2: 2 Chainz]', 'Yeah! Why not? Okay, okay, okay', 'Truuu! 2 Chainz!', ""Hundred thousand bustin' out the wrapper"", ""Count it up 'til I get a callous"", ""I don't really talk to y'all rappers"", 'Put codeine in a Snapple', 'Put codeine on a salad', ""Guess I'm on a codeine diet"", 'Put another hundred in the rifle', 'Everybody better be quiet', 'Everybody put your hands higher', 'Then I chop the top like, ""Hiyah""', 'All of my 16s fire', 'All of my bitches buyers', ""They buyin' extra clothes, I mean"", 'They bisexual, I mean', 'Versace sectional, I mean', 'Roll up the Texaco, I mean', 'This is the crazy flow', 'I got a straightjacket in the booth', ""I smoke a joint durin' an interview"", ""Got the Rolex playin' peek-a-boo"", 'All of you niggas that took the swag', ""I'ma have to get residuals"", ""I'm a different individual"", 'Got my hand on my genitals', '[Hook: Future +', 'Drake', ']', 'I got a...', ""Hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", 'And I, I got a...', ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", '[Verse 3: Future]', ""We ain't gotta use no scale"", ""It's all there, you ain't gotta count it"", 'Crocodile Hermès bag', 'Stuffed all down my pockets', ""Hundred racks sittin' in the plastic"", ""I ain't gon' even fuckin' touch it"", 'You can go ask L.A', ""I don't go to work on budgets"", 'You can go check these stones', 'Everything on me flooded', 'And I gotta work three phones', ""Name another nigga gettin' cloned"", 'Put a hoe nigga on a shirt', 'Got a new bank account alert', 'Whole Freebandz on mud', 'Taliban gang on percs', ""I ain't gonna take no shorts"", 'Turn my dog to a boss', ""We ain't gon' take no losses"", 'Know you tryna steal that sauce', 'Hundreds on hundreds on hundreds', 'I done ran up me a bag', 'We got a tour this summer', ""I'm 'bout to run up a bag"", 'Hundred thousand dollars for a walkthrough', ""I'ma need mine in cash"", 'Got a whole city on my back', ""I ain't 'bout to go out sad"", 'Whole Freebandz on coke', '[Hook: Future +', 'Drake', ']', ""Hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", 'And I, I got a...', ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper"", ""Got a hunnit racks bustin' out the wrapper""]",en,"[{""Featuring"": [{""text"": ""Future"", ""href"": ""/songs/2197?_type=artist&api_path=%2Fartists%2F2197&header_image_url=https%3A%2F%2Fimages.genius.com%2F78c8b1c360f02140b018fc9e79fde7c7.1000x281x1.jpg&image_url=https%3A%2F%2Fimages.genius.com%2Fd3c864e3e8edaccf25a66ba49790f4d0.300x300x1.jpg&index_character=f&iq=2735&is_verified=true&name=Future&slug=Future&url=https%3A%2F%2Fgenius.com%2Fartists%2FFuture""}, {""text"": ""2 Chainz"", ""href"": ""/songs/14325?_type=artist&api_path=%2Fartists%2F14325&header_image_url=https%3A%2F%2Fimages.genius.com%2F54036584132834d0f358492ec81ed5fe.494x594x1.jpg&image_url=https%3A%2F%2Fimages.genius.com%2Ff82a00deb2e816cc89005a9839eead69.1000x1000x1.jpg&index_character=0&iq=7717&is_verified=true&name=2+Chainz&slug=2-chainz&url=https%3A%2F%2Fgenius.com%2Fartists%2F2-chainz""}, {""text"": ""Drake"", ""href"": ""/songs/130?_type=artist&api_path=%2Fartists%2F130&header_image_url=https%3A%2F%2Fimages.genius.com%2Fdf06090316bb2758d95db407678a840a.880x253x1.jpg&image_url=https%3A%2F%2Fimages.genius.com%2F61dcf3addd02e33b0330113235f8318f.1000x1000x1.jpg&index_character=d&name=Drake&slug=Drake&url=https%3A%2F%2Fgenius.com%2Fartists%2FDrake""}]}, {""Produced by"": [{""text"": ""Southside"", ""href"": ""/songs/23315?_type=artist&api_path=%2Fartists%2F23315&header_image_url=https%3A%2F%2Fimages.genius.com%2F9cf1c40d49b01abdea2d26d74afcfe67.674x960x1.jpg&image_url=https%3A%2F%2Fimages.genius.com%2F4a110ffd7ba648b2d1aef89a0ad7f82e.420x420x1.jpg&index_character=s&iq=100&is_verified=true&name=Southside&slug=Southside&url=https%3A%2F%2Fgenius.com%2Fartists%2FSouthside""}]}, {""Album"": [{""text"": ""Project E.T. Esco Terrestrial"", ""href"": ""https://genius.com/albums/Dj-esco/Project-e-t-esco-terrestrial""}]}]",49470,False,,2016-06-24,2688225,"['Genius Canada', 'Rap']",100it Racks,https://genius.com/Dj-esco-100it-racks-lyrics
4,Future,https://genius.com/artists/Future,[],['---'],ru,"[{""Produced by"": [{""text"": ""CashMoneyAP"", ""href"": ""/songs/28455?_type=artist&api_path=%2Fartists%2F28455&header_image_url=https%3A%2F%2Fimages.genius.com%2F8cbe12278264acaf46b738ccdd88229e.1000x1000x1.jpg&image_url=https%3A%2F%2Fimages.genius.com%2F3d77f1d53e8ebbadb4c77505462b0e07.633x633x1.jpg&index_character=c&name=CashMoneyAP&slug=Cashmoneyap&url=https%3A%2F%2Fgenius.com%2Fartists%2FCashmoneyap""}]}, {""Album"": [{""text"": ""PRIVATE POOM"", ""href"": ""https://genius.com/albums/Shreddder/Private-poom""}]}]",2197,False,,2018-01-20,3447185,['Rap'],123,https://genius.com/Future-123-lyrics
5,9 Miller,https://genius.com/artists/9-miller,[1398232],"['[Verso 1]', 'Brancas, brancas, Clara', '[Verso 2]', 'Nigga']",es,"[{""Featuring"": [{""text"": ""N\u00e3o sou rapper de punchlines sou rapper a s\u00e9rio"", ""href"": ""/songs/1398232?_type=artist&api_path=%2Fartists%2F1398232&header_image_url=https%3A%2F%2Fassets.genius.com%2Fimages%2Fdefault_avatar_300.png%3F1525724539&image_url=https%3A%2F%2Fassets.genius.com%2Fimages%2Fdefault_avatar_300.png%3F1525724539&index_character=n&name=N%C3%A3o+sou+rapper+de+punchlines+sou+rapper+a+s%C3%A9rio&slug=Nao-sou-rapper-de-punchlines-sou-rapper-a-serio&url=https%3A%2F%2Fgenius.com%2Fartists%2FNao-sou-rapper-de-punchlines-sou-rapper-a-serio""}]}, {""Produced by"": [{""text"": ""Paulo Parreira"", ""href"": ""/songs/1398233?_type=artist&api_path=%2Fartists%2F1398233&header_image_url=https%3A%2F%2Fassets.genius.com%2Fimages%2Fdefault_avatar_300.png%3F1525724539&image_url=https%3A%2F%2Fassets.genius.com%2Fimages%2Fdefault_avatar_300.png%3F1525724539&index_character=p&name=Paulo+Parreira&slug=Paulo-parreira&url=https%3A%2F%2Fgenius.com%2Fartists%2FPaulo-parreira""}]}]",1011864,False,,,3536550,"['En Español', 'Rap']",1 pac 2 pac 3 pac 4,https://genius.com/9-miller-1-pac-2-pac-3-pac-4-lyrics
6,Future & Young Thug,https://genius.com/artists/Future-and-young-thug,[],"['[Intro: Young Thug]', 'Everything right', 'Everything right', 'Everything right', 'Everything right', 'All these niggas', ""Everything right, we rockin' Givenchy"", ""I only drink Actavis, I'm on a diet"", ""I'ma chase it like Usain"", 'All this money bring a nigga new pain (woah, woah, woah)', 'Yeah, yeah', '[Chorus: Young Thug]', 'I got at least 200 hoes', 'Fresh to death, and I leave my car and then I doze', ""Up and down and you ain't receive nothin' 'bout this dough"", ""And these hundreds ain't goin' nowhere like a mole"", '[Verse 1: Young Thug]', ""I bought my moms a car, it felt amazin'"", 'My niggas bang in burgundy like the Redskins', ""I got all type of tattoos on my fuckin' shin"", 'I was in a white and red Maybach like peppermints', ""I've been blown a mil' on jewelry, but it's past tense"", ""Super charge it, make it sound like it's raggly"", ""I'm ridin' with the cutter, I'm Blood like my brothers and MAC 10"", ""Diamonds on me talkin', they harassin'"", 'No shoulda, coulda, woulda, I got these racks in', 'Came a long way from a shed', 'Now we spend millions on cribs', ""You'll get somethin' too, don't trip!"", ""My eyes 'bout low as a brim"", 'I smoke the tree limb, tree limb', 'No gang, big deal', '[Verse 2: Future]', ""I'm tryna pop a wheelie in a Lamborghini, standin' on two wheels"", 'I got the racks on me, now I can buy me a cruise ship', 'I just got an iPhone 8 and already stored it with 200 hoes', 'You can smell the money on me, it comes from off m', 'y clothes', 'Majority of my fits I wear? yeah, are', 'never found in stores', ""You might as well gon', gon', gon' home"", 'Money long, long, long, long', 'All the way up to Mercury', 'Any time I come out, gotta at least step out with a three piece', ""I've been in my bag lately"", 'Take three drugs at once, lately', 'Got every shade of Tom Ford, I can spot fugazi', 'I came out the slums, I', 'Got Hermes in a headlock', ""If she ain't up to parrrr, she 'bout to get dead docked"", 'Between my diamonds and my fame, became so anxious', ""I sit at the top of the throne, yeah, 'cause I'm righteous"", 'Got a few', 'Vice Lords', ""for some friends, some of 'em"", 'Disciples', ""And can't nothin' come between niggas like us"", '[Chorus: Young Thug]', 'I got at least 200 hoes', 'Fresh to death, and I leave my car and then I doze', ""Up and down you ain't receive nothin' 'bout this dough"", ""And these hundreds ain't goin' nowhere like a moat""]",en,"[{""Produced by"": [{""text"": ""Wheezy"", ""href"": ""/songs/339721?_type=artist&api_path=%2Fartists%2F339721&header_image_url=https%3A%2F%2Fimages.genius.com%2F638f5e8f7ee2d6411023bbd7718449ec.1000x1000x1.jpg&image_url=https%3A%2F%2Fimages.genius.com%2F17d4dc0d92c679061cf39476565b1511.901x901x1.jpg&index_character=w&name=Wheezy&slug=Wheezy&url=https%3A%2F%2Fgenius.com%2Fartists%2FWheezy""}, {""text"": ""TrePounds"", ""href"": ""/songs/1067866?_type=artist&api_path=%2Fartists%2F1067866&header_image_url=https%3A%2F%2Fassets.genius.com%2Fimages%2Fdefault_avatar_300.png%3F1525724539&image_url=https%3A%2F%2Fassets.genius.com%2Fimages%2Fdefault_avatar_300.png%3F1525724539&index_character=t&name=TrePounds&slug=Trepounds&url=https%3A%2F%2Fgenius.com%2Fartists%2FTrepounds""}]}, {""Album"": [{""text"": ""SUPER SLIMEY"", ""href"": ""https://genius.com/albums/Future-and-young-thug/Super-slimey""}]}]",989960,False,,2017-10-20,3280975,"['YSL', 'Atlantic Records', '300 Entertainment', 'Epic Records', 'Atlanta', 'Trap', 'Rap']",200,https://genius.com/Future-and-young-thug-200-lyrics
7,FlyingKitty,https://genius.com/artists/Flyingkitty,"[1410730, 663562, 1369910, 2197, 1400492, 1401178, 1033670, 516602, 71151, 68220, 664679]","['[Intro: Keemstar]', 'Yo', ""I'm about to DIE"", '*cough*', 'Walked in the woods', '[Papa bear]', 'TOUCHA SPAGHETA', 'TOUCHA SPAGHETA', '[Keemstar]', 'Walked in the woods', '(Deez Nuts)', 'Found a dead meme (click)', 'Found a dead meme (click)', '[PewDiePie]', 'Can you do this?', '[Keemstar]', 'Found a dead meme (click)', 'Found a dead meme (click)', 'Walked in the woods (click) (click)', '[Rob Gronkowski]', 'Wanna eat tide pods', 'Wanna eat tide pods', '[Bazzi]', 'You so fuckin precious when you smile', 'Hit it from the back and drive you wild', '[PewDiePie]', 'Iso pods', '[Knuckles]', 'Do you know da way?', 'You have to have ebo-', '[Keemstar]', 'Walked in the woods', 'Found a foot lettuce', 'Found a number 15', '[Carlos Matos]', 'Bitconneeeeeeeeeeeeeeee', '[PewDiePie]', 'Three-Ninety-Nine', '[Papa Bear]', 'You break the face and you toucha the body', '[Big Man Tyrone]', 'Ur mom gay', '[Future]', 'La di da di da', 'Slob on my knob', 'Chitty chitty bang', 'Murda everything', '[Top15s]', ""Last thing you'd want"", 'Is a Burger King foot', '(Jagan Paul)', '[Papa Bear]', 'You eata spagheta', '[Carlos Matos]', 'Bitconeeee', 'Bit-Bitconeeeeeeeeeeee', 'What?', '(click)', '[Bazzi]', ""I just had to let you know you're"", '[Papa Bear]', 'GAY', '(Idubbbz: gay)']",en,"[{""Featuring"": [{""text"": ""Big Man Tyrone"", ""href"": ""/songs/1410730?_type=artist&api_path=%2Fartists%2F1410730&header_image_url=https%3A%2F%2Fassets.genius.com%2Fimages%2Fdefault_avatar_300.png%3F1525724539&image_url=https%3A%2F%2Fassets.genius.com%2Fimages%2Fdefault_avatar_300.png%3F1525724539&index_character=b&name=Big+Man+Tyrone&slug=Big-man-tyrone&url=https%3A%2F%2Fgenius.com%2Fartists%2FBig-man-tyrone""}, {""text"": ""\u200biDubbbz"", ""href"": ""/songs/663562?_type=artist&api_path=%2Fartists%2F663562&header_image_url=https%3A%2F%2Fimages.genius.com%2F1aee50d4eb6613b3fa2a79ad09e553c7.1000x166x1.jpg&image_url=https%3A%2F%2Fimages.genius.com%2F2e9034fba2e4f792ee33ea21af9d5621.564x564x1.png&index_character=i&name=%E2%80%8BiDubbbz&slug=Idubbbz&url=https%3A%2F%2Fgenius.com%2Fartists%2FIdubbbz""}, {""text"": ""Top15s"", ""href"": ""/songs/1369910?_type=artist&api_path=%2Fartists%2F1369910&header_image_url=https%3A%2F%2Fassets.genius.com%2Fimages%2Fdefault_avatar_300.png%3F1525724539&image_url=https%3A%2F%2Fassets.genius.com%2Fimages%2Fdefault_avatar_300.png%3F1525724539&index_character=t&name=Top15s&slug=Top15s&url=https%3A%2F%2Fgenius.com%2Fartists%2FTop15s""}]}]",1147008,False,,2018-02-20,3543391,"['Pop', 'YouTube']",2018 In a Nutshell So far...,https://genius.com/Flyingkitty-2018-in-a-nutshell-so-far-lyrics
8,Big Bank Black,https://genius.com/artists/Big-bank-black,[2197],"['[Intro: Future]', ""Don't let this lean hold you back from your full potential"", ""She said your'e the smartest person I've ever bumped into"", 'Super', '[Hook: Future]', ""I got these checks on my mind, it's on my mental"", 'I got two Bentley different kinds, they look identical', ""I put in a certain amount of time, now I'm a general"", ""I can vividly see the day I was going in 'em"", ""I'm talking 25 squares and a rental"", 'You got a million on you, I might kill ya', ""I can't go back to finessin', it's detrimental"", 'They showed me the billion dollar recipe and I remember', '[Verse 1: Big Bank Black]', 'Came up, fucked up, living like a savage', 'Watch my pops give up turn to a addict', ""OG's in front the store frontin' niggas package"", 'White powder turn to blow, I thought I seen magic', ""Bought a 50 dollar slap, now it's Big Bank Escobar"", 'These hoes really up for grab when you having some', ""They thought I wouldn't succeed but I veni, vidi, vici"", 'Only time a nigga love you, when he begging or he need you', 'Made myself a boss, a billion dollar mind', 'Zone 6, living lavish big bank a rare kind', ""Duct Tape, that's the mob that's my whole spine"", 'My nigga Pluto, Freebandz but we the same kind', '[Hook: Future]', ""I got these checks on my mind, it's on my mental"", 'I got two Bentley different kinds, they look identical', ""I put in a certain amount of time, now I'm a general"", ""I can vividly see the day I was going in 'em"", ""I'm talking 25 squares and a rental"", 'You got a million on you, I might kill ya', ""I can't go back to finessin', its detrimental"", 'They showed me the billion dollar recipe and I remember', '[Verse 2: Future]', ""I poured a little baking soda and more xan's"", ""You bett' not let them hollowtips touch your hands"", 'You see I came up and I blew out like a fan', ""I watch my man's turn his back when I expanded"", 'Flipping that raw raw it came in a casket', ""We on the Southside lil woadie 'bout to blast it"", ""And I knew, I knew when I was on that corner I wasn't average"", 'Sometime I like to post up', 'Take the styrofoam and toast up', 'You know damn well these niggas below us', 'I made the right moves just listening to my instincts', 'I got my Pirus, my Grave street niggas with me', '[Hook: Future]', ""I got these checks on my mind, it's on my mental"", 'I got two Bentley different kinds, they look identical', ""I put in a certain amount of time, now I'm a general"", ""I can vividly see the day I was going in 'em"", ""I'm talking 25 squares and a rental"", 'You got a million on you, I might kill ya', ""I can't go back to finessin' it's detrimental"", 'They showed me the billion dollar recipe and I remember']",en,"[{""Featuring"": [{""text"": ""Future"", ""href"": ""/songs/2197?_type=artist&api_path=%2Fartists%2F2197&header_image_url=https%3A%2F%2Fimages.genius.com%2F78c8b1c360f02140b018fc9e79fde7c7.1000x281x1.jpg&image_url=https%3A%2F%2Fimages.genius.com%2Fd3c864e3e8edaccf25a66ba49790f4d0.300x300x1.jpg&index_character=f&iq=2735&is_verified=true&name=Future&slug=Future&url=https%3A%2F%2Fgenius.com%2Fartists%2FFuture""}]}, {""Produced by"": [{""text"": ""Wheezy"", ""href"": ""/songs/339721?_type=artist&api_path=%2Fartists%2F339721&header_image_url=https%3A%2F%2Fimages.genius.com%2F638f5e8f7ee2d6411023bbd7718449ec.1000x1000x1.jpg&image_url=https%3A%2F%2Fimages.genius.com%2F17d4dc0d92c679061cf39476565b1511.901x901x1.jpg&index_character=w&name=Wheezy&slug=Wheezy&url=https%3A%2F%2Fgenius.com%2Fartists%2FWheezy""}]}, {""Album"": [{""text"": ""King Of The Jungle"", ""href"": ""https://genius.com/albums/Big-bank-black/King-of-the-jungle""}]}]",35993,False,,2017-01-30,2970725,['Rap'],25 Squares,https://genius.com/Big-bank-black-25-squares-lyrics
